iter	Logloss
269	0.3866139915
270	0.3865251613
271	0.3863621524
272	0.3861237462
273	0.3858910334
274	0.3858018653
275	0.3855109459
276	0.3851767635
277	0.3849264319
278	0.3847676978
279	0.3845560898
280	0.3844989063
281	0.3842339879
282	0.3841486323
283	0.3839302176
284	0.3837581249
285	0.3836064124
286	0.3834616374
287	0.3832723472
288	0.3830981242
289	0.3829655966
290	0.3828729993
291	0.382704173
292	0.3825833683
293	0.3824870677
294	0.3823455673
295	0.3821578952
296	0.3820168585
297	0.3819213217
298	0.3817179341
299	0.3815577173
300	0.3809867489
301	0.3807804059
302	0.3803493845
303	0.3801955169
304	0.3799064322
305	0.3797406336
306	0.3796783151
307	0.3795903635
308	0.3794679331
309	0.3792568915
310	0.3791849421
311	0.379052834
312	0.3788205414
313	0.3786776647
314	0.3786004107
315	0.3784462667
316	0.3782928324
317	0.3781233419
318	0.3779406463
319	0.3777012281
320	0.3775821522
321	0.3772641547
322	0.3770267392
323	0.3768001729
324	0.3766883773
325	0.3764860307
326	0.3763315859
327	0.3761775222
328	0.3759061323
329	0.3757157557
330	0.3755751557
331	0.3754204373
332	0.3752665253
333	0.3750313435
334	0.3749021803
335	0.3746593387
336	0.3746046211
337	0.3744370255
338	0.3742668914
339	0.3740631937
340	0.3739657717
341	0.3737753715
342	0.3735171072
343	0.3732495456
344	0.3729370713
345	0.3727848617
346	0.3725488157
347	0.3724449896
348	0.3723120223
349	0.3722010574
350	0.3720654383
351	0.3718139033
352	0.3716920567
353	0.3715917617
354	0.3714705852
355	0.3713831259
356	0.3712500592
357	0.3710078136
358	0.3708988693
359	0.3708099819
360	0.3706411166
361	0.3702629711
362	0.3697725266
363	0.3694011158
364	0.3692202847
365	0.3690278702
366	0.368869179
367	0.3687189713
368	0.3685107251
369	0.3683696952
370	0.3681411202
371	0.367850865
372	0.3675480881
373	0.3674042974
374	0.3672924003
375	0.3670307843
376	0.366968803
377	0.3668354449
378	0.3666580566
379	0.3664687449
380	0.3663768709
381	0.3661964225
382	0.3660840873
383	0.3660029926
384	0.3658164621
385	0.365641611
386	0.3653144762
387	0.3652000323
388	0.3649785795
389	0.3647205696
390	0.3645700842
391	0.3644166979
392	0.3642720263
393	0.3638833155
394	0.363760385
395	0.363578891
396	0.3634173997
397	0.3632534563
398	0.3630632167
399	0.3628871988
400	0.3626255999
401	0.362416393
402	0.3622838671
403	0.3621068428
404	0.3619702433
405	0.3617664873
406	0.3614699208
407	0.3613431465
408	0.3608543459
409	0.3605291252
410	0.3604175921
411	0.3600589412
412	0.3598363452
413	0.359613758
414	0.3594669093
415	0.3593036247
416	0.3591747052
417	0.3588278635
418	0.3587024486
419	0.3586125027
420	0.358469755
421	0.3584122291
422	0.3581822024
423	0.3576617703
424	0.3575460277
425	0.3574011252
426	0.3572828807
427	0.3570991536
428	0.3568338622
429	0.3564195928
430	0.3563444974
431	0.3561953039
432	0.3558031785
433	0.3556584495
434	0.3552980228
435	0.3551554977
436	0.355002748
437	0.3549200982
438	0.3547165537
439	0.3546064894
440	0.3543790424
441	0.3542573168
442	0.3539333363
443	0.3537510403
444	0.3535886888
445	0.3533081876
446	0.3529080795
447	0.3527769577
448	0.3525953183
449	0.3524362681
450	0.3523332155
451	0.3522235767
452	0.3520307699
453	0.3516885881
454	0.3514960851
455	0.35142747
456	0.3512994417
457	0.351045635
458	0.3508073074
459	0.3507319644
460	0.350489062
461	0.3501897179
462	0.3500330495
463	0.3499319526
464	0.349683337
465	0.3494447286
466	0.3490416819
467	0.3488711212
468	0.348714045
469	0.3485799448
470	0.3483975997
471	0.3481530431
472	0.3480744724
473	0.3478702617
474	0.3476554667
475	0.3473207853
476	0.3472139143
477	0.347129949
478	0.3469418098
479	0.3468701069
480	0.3467085492
481	0.3464250186
482	0.3462817865
483	0.3460925694
484	0.3459242064
485	0.3456413454
486	0.3455229539
487	0.3453100793
488	0.3449894418
489	0.3448931943
490	0.3446335086
491	0.3443783449
492	0.3442365287
493	0.3441994682
494	0.3440706312
495	0.3439610436
496	0.3438536912
497	0.3437031318
498	0.3435403421
499	0.3432747602
500	0.3430044201
501	0.3427850092
502	0.3426522875
503	0.3423272317
504	0.342154094
505	0.3417786921
506	0.3416141627
507	0.3414613844
508	0.3411986144
509	0.3410322957
510	0.3409448121
511	0.3407202536
512	0.3405576243
513	0.3404278348
514	0.3403500386
515	0.3402468135
516	0.3401109963
517	0.3399208224
518	0.3396412017
519	0.3394397525
520	0.3393030566
521	0.3390324241
522	0.3389271948
523	0.3388141506
524	0.3386346433
525	0.3384246155
526	0.3382011026
527	0.3381451606
528	0.3380874113
529	0.3379183934
530	0.3376279148
531	0.3373508114
532	0.3372242603
533	0.3371117056
534	0.3368793398
535	0.3367799783
536	0.3365636345
537	0.336428798
538	0.3363948423
539	0.3361305383
540	0.3360343334
541	0.33599494
542	0.3358435246
543	0.3356812414
544	0.3355036088
545	0.3352942571
546	0.3350662724
547	0.3349074224
548	0.3348495625
549	0.334763951
550	0.3346748122
551	0.3345650035
552	0.3344784998
553	0.3343308718
554	0.3342125021
555	0.3341133983
556	0.3340863833
557	0.3339477186
558	0.3337619908
559	0.3335096794
560	0.3334269518
561	0.3332785745
562	0.3331158691
563	0.3329482827
564	0.3328401191
565	0.3326563221
566	0.3324853456
567	0.3321383298
568	0.3319623449
569	0.331815922
570	0.3316468573
571	0.3314741348
572	0.3313447296
573	0.3312084569
574	0.3310512381
575	0.3308800616
576	0.3307038052
577	0.3305060479
578	0.3303898245
579	0.330137193
580	0.3299229139
581	0.3298038714
582	0.3296686197
583	0.3294000726
584	0.3292722149
585	0.3290999049
586	0.3289940024
587	0.328713713
588	0.3283711055
589	0.328322114
590	0.3282290603
591	0.3281227971
592	0.3280406444
593	0.3278421729
594	0.3277123592
595	0.327399653
596	0.327371955
597	0.3272043585
598	0.3270773215
599	0.326964813
600	0.3268070373
601	0.3266986119
602	0.3264824217
603	0.3261306733
604	0.3260329647
605	0.3258625483
606	0.3256598478
607	0.3255495001
608	0.3254285077
609	0.3252917213
610	0.3251115459
611	0.3249096547
612	0.3248759934
613	0.324735065
614	0.3246352393
615	0.3245602502
616	0.3243880683
617	0.3242597295
618	0.3240968081
619	0.3239848272
620	0.3239057699
621	0.3238756849
622	0.3236157845
623	0.3235409929
624	0.3234956399
625	0.3233789333
626	0.323322904
627	0.3232272373
628	0.3231309695
629	0.3229854281
630	0.3227868372
631	0.3226536224
632	0.3223577691
633	0.3222373827
634	0.3220897667
635	0.321979459
636	0.3218383395
637	0.3217514811
638	0.3215814114
639	0.3214993409
640	0.3213956426
641	0.3213196321
642	0.3211368213
643	0.3210210116
644	0.3209427664
645	0.3208501714
646	0.3207944319
647	0.3205378323
648	0.3203687206
649	0.3200733144
650	0.3198696256
651	0.3197707984
652	0.3195718819
653	0.3193097442
654	0.3192215431
655	0.3190587154
656	0.3190067194
657	0.3188859298
658	0.318691862
659	0.3186003299
660	0.3184524687
661	0.3182835416
662	0.3181751248
663	0.3180044319
664	0.3177806967
665	0.3176998476
666	0.3174973468
667	0.3173761206
668	0.3172675622
669	0.3171616508
670	0.3170400842
671	0.3167923507
672	0.316725136
673	0.316605998
674	0.3164799936
675	0.3164196218
676	0.3163391505
677	0.3163079361
678	0.3162409225
679	0.31612167
680	0.3160975728
681	0.3158269478
682	0.3157573455
683	0.3156893958
684	0.3154868783
685	0.3153997416
686	0.3153000426
687	0.3152729822
688	0.3151232286
689	0.3150475148
690	0.3149330128
691	0.3147693249
692	0.3146707248
693	0.3145549284
694	0.3144810504
695	0.3144204896
696	0.3142371242
697	0.3140745828
698	0.3139216361
699	0.3136493273
700	0.3134358673
701	0.3133479617
702	0.3132767931
703	0.313060841
704	0.3128920361
705	0.3127087602
706	0.312683173
707	0.3125523622
708	0.3123906805
709	0.3121749309
710	0.3121029644
711	0.3120129512
712	0.3119048991
713	0.3117963674
714	0.3117408219
715	0.3116568978
716	0.3115578107
717	0.311516272
718	0.3114434696
719	0.311325983
720	0.3110137143
721	0.3109178873
722	0.3107498571
723	0.3106171779
724	0.3104466471
725	0.3103098825
726	0.3101581775
727	0.3100673616
728	0.309938263
729	0.3097108204
730	0.3096603943
731	0.3096024017
732	0.3094797914
733	0.3093305184
734	0.3092176372
735	0.3090810979
736	0.3090604549
737	0.3089697187
738	0.3088301816
739	0.3087710379
740	0.3086542621
741	0.3085208595
742	0.3083949209
743	0.3082614054
744	0.3082021995
745	0.308108375
746	0.3079551053
747	0.3078377992
748	0.3077508594
749	0.3077276669
750	0.3077158109
751	0.3075917977
752	0.3074175219
753	0.3073516477
754	0.3073268267
755	0.3073130441
756	0.3072118765
757	0.3069010631
758	0.3068314128
759	0.3067629547
760	0.3066550896
761	0.306469718
762	0.3063044799
763	0.3061898751
764	0.3060428182
765	0.305959708
766	0.3059243398
767	0.3059031392
768	0.3057574828
769	0.305632146
770	0.3055010926
771	0.3054066323
772	0.3053041673
773	0.3052092005
774	0.3050119164
775	0.3048502835
776	0.3046670981
777	0.3043830118
778	0.3042527817
779	0.3041977236
780	0.3041271797
781	0.3040024526
782	0.3039210679
783	0.3038043673
784	0.3037011992
785	0.3036482823
786	0.3036276025
787	0.3035582927
788	0.3035017713
789	0.3033501797
790	0.3033000471
791	0.3032806156
792	0.3030947781
793	0.303005742
794	0.3029160544
795	0.3027720536
796	0.3027503667
797	0.3026939431
798	0.3025993765
799	0.3025343368
800	0.3024064351
801	0.3022694908
802	0.3020855527
803	0.3019958417
804	0.30185699
805	0.3017261361
806	0.3016411084
807	0.3015614061
808	0.3014445757
809	0.3012968184
810	0.3012718679
811	0.3010713454
812	0.3008507143
813	0.3007268194
814	0.30059547
815	0.3005096601
816	0.3002983497
817	0.3002785191
818	0.3002016725
819	0.3000892321
820	0.3000541156
821	0.2998788769
822	0.2997897987
823	0.2997115847
824	0.2996112961
825	0.2994839086
826	0.2993294334
827	0.2991832148
828	0.2990313542
829	0.2989280311
830	0.2988697043
831	0.2987944951
832	0.2987692675
833	0.2986148967
834	0.2985221366
835	0.2983925852
836	0.2983584782
837	0.2982766221
838	0.2981778579
839	0.2980135672
840	0.2979368003
841	0.2977112548
842	0.2976931374
843	0.2975568181
844	0.2974727083
845	0.2973362008
846	0.2972751655
847	0.2971362366
848	0.2970376758
849	0.2969122882
850	0.296777325
851	0.2967130226
852	0.2966183648
853	0.2964595537
854	0.2963558367
855	0.296166904
856	0.2960315936
857	0.2958731462
858	0.2957913682
859	0.2956645941
860	0.2955833653
861	0.2955325004
862	0.2954334688
863	0.2953505171
864	0.2952153231
865	0.2951273503
866	0.2949895028
867	0.2948408773
868	0.2946951257
869	0.2945680277
870	0.2944915526
871	0.2943487081
872	0.2942734412
873	0.2941724354
874	0.2940785501
875	0.2939013836
876	0.2937403081
877	0.2936435389
878	0.2935062908
879	0.293422367
880	0.2933744312
881	0.2933235765
882	0.2931788951
883	0.2930836824
884	0.2930135392
885	0.2928573337
886	0.2926049173
887	0.2924511725
888	0.2923321773
889	0.292140772
890	0.2919795367
891	0.2918820685
892	0.291863736
893	0.2917910323
894	0.2915933734
895	0.2915006684
896	0.2913687531
897	0.2912338712
898	0.2911601664
899	0.2910486301
900	0.2909026689
901	0.2908139224
902	0.2906724489
903	0.2905545177
904	0.2905011186
905	0.2903541917
906	0.2902879964
907	0.2902308581
908	0.2900627192
909	0.2899825936
910	0.2898694825
911	0.2897749408
912	0.2896164387
913	0.2895301213
914	0.2893659295
915	0.2893025197
916	0.2891484791
917	0.289065103
918	0.2889884406
919	0.2888444717
920	0.2887413176
921	0.2886560754
922	0.2885911119
923	0.2884750358
924	0.2883865001
925	0.2882894734
926	0.2881555615
927	0.2880746438
928	0.2879528765
929	0.2878959682
930	0.2878249974
931	0.2877476502
932	0.2876815141
933	0.2875004359
934	0.2873694576
935	0.2873126119
936	0.287294775
937	0.2872410471
938	0.2871462405
939	0.2870420687
940	0.2869093039
941	0.2867442238
942	0.2866406025
943	0.2865769897
944	0.2865266737
945	0.286468992
946	0.2862713848
947	0.2862132148
948	0.286110689
949	0.2859474594
950	0.2858336549
951	0.2857028545
952	0.2856099492
953	0.2855028051
954	0.2854334159
955	0.2853284513
956	0.2852723526
957	0.2852171631
958	0.2851254409
959	0.284944067
960	0.2848334288
961	0.2847537989
962	0.284663364
963	0.2846150419
964	0.2844818618
965	0.2844168446
966	0.28429954
967	0.2842028679
968	0.2841127551
969	0.2840960188
970	0.2840791741
971	0.2840213861
972	0.2838775143
973	0.2837925948
974	0.2837237019
975	0.2836315141
976	0.2835395153
977	0.283525731
978	0.2834409385
979	0.2833902322
980	0.2832929386
981	0.2831946165
982	0.2831184893
983	0.2829742532
984	0.2828917407
985	0.2828512212
986	0.2827795633
987	0.2826631879
988	0.2825492357
989	0.2824169849
990	0.2823339636
991	0.2821994762
992	0.2820473588
993	0.2820309564
994	0.2818931021
995	0.2817098524
996	0.2816278373
997	0.2815176766
998	0.2813385954
999	0.2812242352
